"Time [ms]","Temp [C]"
7260610,18.06
7270764,18.06
7280919,18.06
7291074,18.10
7301228,18.10
7311383,18.10
7321538,18.10
7331692,18.10
7341847,18.13
7352002,18.10
7362157,18.13
7372311,18.13
7382466,18.13
7392621,18.16
7402775,18.16
7412930,18.16
7423085,18.16
7433240,18.16
7443394,18.16
7453549,18.20
7463704,18.16
7473858,18.16
7484013,18.20
7494168,18.20
7504323,18.20
7514477,18.20
7524632,18.20
7534787,18.23
7544941,18.23
7555096,18.23
7565251,18.23
7575406,18.23
7585560,18.23
7595715,18.27
7605870,18.27
7616024,18.27
7626179,18.27
7636334,18.30
7646489,18.27
7656643,18.30
7666798,18.30
7676953,18.33
7687107,18.30
7697262,18.30
7707417,18.33
7717572,18.30
7727726,18.33
7737881,18.33
7748036,18.33
7758190,18.37
7768345,18.37
7778500,18.33
7788655,18.37
7798809,18.37
7808964,18.37
7819119,18.37
7829273,18.40
7839428,18.37
7849583,18.40
7859738,18.37
7869892,18.40
7880047,18.40
7890202,18.40
7900356,18.40
7910511,18.43
7920666,18.43
7930820,18.43
7940975,18.43
7951130,18.43
7961285,18.47
7971439,18.47
7981594,18.43
7991749,18.47
8001903,18.47
8012058,18.50
8022213,18.47
8032368,18.50
8042522,18.50
8052677,18.50
8062832,18.47
8072986,18.50
8083141,18.50
8093296,18.50
8103451,18.50
8113605,18.54
8123760,18.54
8133915,18.54
8144069,18.54
8154224,18.57
8164379,18.57
8174534,18.54
8184688,18.57
8194843,18.57
8204998,18.57
8215152,18.60
8225307,18.57
8235462,18.57
8245616,18.60
8255771,18.60
8265926,18.60
8276081,18.60
8286235,18.60
8296390,18.60
8306545,18.64
8316700,18.60
8326854,18.64
8337009,18.64
8347164,18.64
8357318,18.64
8367473,18.64
8377628,18.67
8387783,18.67
8397937,18.67
8408092,18.67
8418247,18.67
8428401,18.67
8438556,18.67
8448711,18.70
8458866,18.70
8469020,18.70
8479175,18.70
8489330,18.70
8499484,18.70
8509639,18.74
8519794,18.70
8529948,18.74
8540103,18.70
8550258,18.74
8560413,18.74
8570567,18.77
8580722,18.74
8590877,18.74
8601031,18.74
8611186,18.74
8621341,18.77
8631496,18.77
8641650,18.77
8651805,18.77
8661960,18.77
8672114,18.77
8682269,18.77
8692424,18.81
8702579,18.81
8712733,18.81
8722888,18.81
8733043,18.84
8743197,18.81
8753352,18.81
8763507,18.84
8773662,18.84
8783816,18.84
8793971,18.84
8804126,18.84
8814280,18.87
8824435,18.84
8834590,18.87
8844745,18.87
8854899,18.87
8865054,18.87
8875209,18.87
8885363,18.87
8895518,18.87
8905673,18.87
8915828,18.91
8925982,18.91
8936137,18.91
8946292,18.91
8956446,18.91
8966601,18.91
8976756,18.94
8986910,18.91
8997065,18.94
9007220,18.94
9017375,18.91
9027529,18.94
9037684,18.94
9047839,18.94
9057993,18.94
9068148,18.94
9078303,18.97
9088458,18.97
9098612,18.97
9108767,18.97
9118922,18.97
9129076,18.97
9139231,18.97
9149386,19.01
9159541,18.97
9169695,18.97
9179850,19.01
9190005,18.97
9200159,19.01
9210314,19.01
9220469,19.01
9230624,19.01
9240778,19.01
9250933,19.04
9261088,19.04
9271242,19.04
9281397,19.04
9291552,19.01
9301707,19.04
9311861,19.04
9322016,19.04
9332171,19.04
9342325,19.04
9352480,19.04
9362635,19.08
9372789,19.08
9382944,19.08
9393099,19.08
9403254,19.08
9413408,19.08
9423563,19.08
9433718,19.08
9443872,19.08
9454027,19.11
9464182,19.11
9474337,19.11
9484491,19.11
9494646,19.11
9504801,19.11
9514955,19.11
9525110,19.11
9535265,19.14
9545420,19.14
9555574,19.14
9565729,19.14
9575884,19.14
9586038,19.14
9596193,19.14
9606348,19.14
9616503,19.14
9626657,19.18
9636812,19.18
9646967,19.18
9657121,19.18
9667276,19.18
9677431,19.18
9687586,19.18
9697740,19.18
9707895,19.18
9718050,19.21
9728204,19.21
9738359,19.21
9748514,19.21
9758669,19.21
9768823,19.21
9778978,19.21
9789133,19.21
9799287,19.21
9809442,19.24
9819597,19.24
9829752,19.21
9839906,19.24
9850061,19.21
9860216,19.24
9870370,19.24
9880525,19.24
9890680,19.24
9900835,19.24
9910989,19.24
9921144,19.24
9931299,19.24
9941453,19.28
9951608,19.28
9961763,19.28
9971918,19.28
9982072,19.28
9992227,19.31
10002382,19.28
10012536,19.28
10022691,19.28
10032846,19.28
10043001,19.31
10053155,19.31
10063310,19.31
10073465,19.31
10083620,19.31
10093775,19.35
10103929,19.31
10114084,19.35
10124239,19.31
10134394,19.35
10144548,19.35
10154703,19.35
10164858,19.35
10175013,19.35
10185167,19.35
10195322,19.35
10205477,19.35
10215632,19.38
10225786,19.35
10235941,19.35
10246096,19.35
10256251,19.38
10266405,19.38
