Time [ms],Temp [C]
14013512,22.52
14023667,22.49
14033822,22.49
14043977,22.52
14054132,22.52
14064286,22.52
14074441,22.52
14084596,22.52
14094751,22.52
14104905,22.52
14115060,22.52
14125215,22.52
14135370,22.52
14145524,22.52
14155679,22.52
14165834,22.52
14175989,22.52
14186143,22.52
14196298,22.52
14206453,22.52
14216608,22.52
14226763,22.52
14236917,22.52
14247072,22.52
14257227,22.52
14267382,22.52
14277536,22.52
14287691,22.56
14297846,22.56
14308001,22.56
14318155,22.52
14328310,22.52
14338465,22.52
14348620,22.52
14358774,22.52
14368929,22.52
14379084,22.52
14389239,22.52
14399393,22.52
14409548,22.52
14419703,22.56
14429858,22.52
14440013,22.52
14450167,22.52
14460322,22.56
14470477,22.56
14480632,22.52
14490786,22.52
14500941,22.56
14511096,22.52
14521251,22.52
14531405,22.52
14541560,22.56
14551715,22.56
14561870,22.56
14572024,22.52
14582179,22.56
14592334,22.52
14602489,22.56
14612643,22.56
14622798,22.52
14632953,22.56
14643108,22.56
14653263,22.56
14663417,22.56
14673572,22.56
14683727,22.56
14693882,22.56
14704036,22.52
14714191,22.56
14724346,22.56
14734501,22.56
14744655,22.52
14754810,22.56
14764965,22.56
14775120,22.52
14785274,22.56
14795429,22.56
14805584,22.56
14815739,22.56
14825893,22.56
14836048,22.56
14846203,22.52
14856358,22.56
14866513,22.56
14876667,22.56
14886822,22.56
14896977,22.56
14907132,22.56
14917286,22.56
14927441,22.56
14937596,22.56
14947751,22.56
14957905,22.56
14968060,22.56
14978215,22.56
14988370,22.56
14998524,22.56
15008679,22.56
15018834,22.56
15028989,22.56
